Date,Hour,Temperature(째C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(째C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
20/11/2018,8,0.3,53,0.9,1971,-8.1,0.05,0.0,0.0,Autumn,No Holiday,Yes,559.5485832594622
20/11/2018,9,2.3,43,1.2,1892,-9.0,0.52,0.0,0.0,Autumn,No Holiday,Yes,336.9709010134907
20/11/2018,10,5.1,33,1.4,1842,-9.8,1.1,0.0,0.0,,No Holiday,Yes,417.88071611265246
20/11/2018,11,7.5,29,1.3,1926,-9.4,1.55,0.0,0.0,Autumn,No Holiday,Yes,551.8849677853003
20/11/2018,12,10.1,23,1.8,1745,-10.1,1.82,0.0,0.0,Autumn,No Holiday,Yes,657.5729833373623
20/11/2018,13,11.6,20,1.3,1821,-10.6,1.87,0.0,0.0,Autumn,No Holiday,Yes,871.0294634286821
20/11/2018,14,12.3,16,2.5,1797,-12.8,1.69,0.0,0.0,Autumn,No Holiday,Yes,990.8318791066239
20/11/2018,15,11.9,18,3.3,1848,-11.7,1.32,0.0,0.0,,No Holiday,Yes,987.7835166507791
20/11/2018,16,11.3,21,2.8,1925,-10.2,0.82,0.0,0.0,Autumn,No Holiday,Yes,967.6230847985147
20/11/2018,17,9.8,28,2.4,1983,-7.8,0.29,0.0,0.0,Autumn,No Holiday,Yes,925.8719670204181
20/11/2018,18,9.1,31,2.0,1932,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,1237.1090271601392
20/11/2018,19,8.7,34,2.2,1857,-6.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,837.8286377798995
20/11/2018,20,,32,2.6,1789,-7.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,902.5064572263635
20/11/2018,21,,37,3.8,1750,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,960.4093127624836
20/11/2018,22,8.9,40,3.4,1810,-3.9,0.0,0.0,0.0,,No Holiday,Yes,703.1138111943313
20/11/2018,23,9.3,43,3.5,1807,-2.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,795.9937965720881
21/11/2018,0,7.2,74,1.2,772,2.8,0.0,0.2,0.0,Autumn,No Holiday,Yes,280.11590717311753
21/11/2018,1,6.9,86,0.7,533,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,273.23732392439285
21/11/2018,2,6.9,87,0.7,822,4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,192.0777762052712
21/11/2018,3,6.5,87,1.0,710,4.4,0.0,1.0,0.0,Autumn,No Holiday,Yes,53.227311219585616
21/11/2018,4,,87,1.2,580,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,148.41343033044507
21/11/2018,5,6.8,86,0.5,692,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,104.74813984173875
21/11/2018,6,6.7,86,0.3,593,4.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,245.72994838481225
21/11/2018,7,6.5,85,0.8,536,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,412.84912781063065
21/11/2018,8,6.4,86,0.9,450,4.2,0.03,0.0,0.0,Autumn,No Holiday,Yes,471.439153684708
21/11/2018,9,6.4,53,0.7,1486,-2.5,0.21,0.0,0.0,Autumn,No Holiday,Yes,619.5875018129757
21/11/2018,10,6.9,39,0.5,1977,-6.1,0.36,0.0,0.0,Autumn,No Holiday,Yes,449.54637111899075
21/11/2018,11,7.4,30,1.4,2000,-9.0,0.44,0.0,0.0,Autumn,No Holiday,Yes,544.9976898203645
21/11/2018,12,7.7,34,0.6,1969,-7.2,0.49,0.0,0.0,Autumn,No Holiday,Yes,532.5170969953984
21/11/2018,13,,35,1.3,1895,-6.5,0.5,0.0,0.0,Autumn,No Holiday,Yes,557.0574661507189
21/11/2018,14,6.7,47,2.4,2000,-3.8,0.42,0.0,0.0,Autumn,No Holiday,Yes,456.8402781115876
21/11/2018,15,5.7,53,2.0,2000,-3.1,0.22,0.0,0.0,Autumn,No Holiday,Yes,315.94083067251466
21/11/2018,16,6.1,53,0.5,2000,-2.7,0.21,0.0,0.0,Autumn,No Holiday,Yes,377.3178291440508
21/11/2018,17,5.7,61,2.2,1987,-1.2,0.07,0.0,0.0,Autumn,No Holiday,Yes,456.00206534895085
21/11/2018,18,,58,0.2,2000,-2.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,979.9491607628372
21/11/2018,19,5.1,50,0.7,2000,-4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,615.1578561747015
21/11/2018,20,5.1,43,0.7,1928,-6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,568.6028805549278
21/11/2018,21,4.6,44,1.1,1859,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,491.67649287787526
21/11/2018,22,4.6,48,2.2,1782,-5.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,374.28194228280256
21/11/2018,23,3.9,46,2.0,1904,-6.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,281.073624176591
22/11/2018,0,3.1,42,3.4,1995,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,258.33168783380336
22/11/2018,1,2.1,39,3.2,1299,-10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,145.34784420472175
22/11/2018,2,1.3,44,1.9,2000,-9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,147.17214567026252
22/11/2018,3,0.6,42,1.1,2000,-10.8,0.0,0.0,0.0,,No Holiday,Yes,120.55235405098514
22/11/2018,4,0.5,39,1.6,2000,-11.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,48.12271320812908
22/11/2018,5,-0.4,39,0.8,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,39.00517809326962
22/11/2018,6,-1.0,41,0.7,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,165.93792173407044
22/11/2018,7,-1.0,43,1.8,2000,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,331.672228994714
22/11/2018,8,-1.2,33,,2000,-15.4,0.04,0.0,0.0,Autumn,No Holiday,Yes,462.7169964825828
22/11/2018,9,0.2,28,1.9,1932,-16.2,0.57,0.0,0.0,Autumn,No Holiday,Yes,300.7165060781168
22/11/2018,10,2.9,22,2.0,1989,-16.7,1.18,0.0,0.0,Autumn,No Holiday,Yes,266.2993880809763
22/11/2018,11,,21,3.2,1965,-15.4,1.63,0.0,0.0,Autumn,No Holiday,Yes,448.160253568449
22/11/2018,12,5.9,23,2.8,1985,-13.7,1.88,0.0,0.0,Autumn,No Holiday,Yes,529.4825503066749
22/11/2018,13,6.5,26,2.4,1974,-11.6,1.84,0.0,0.0,,No Holiday,Yes,540.3064834174829
22/11/2018,14,6.7,27,3.1,1976,-11.0,1.66,0.0,0.0,Autumn,No Holiday,Yes,489.5274495689002
22/11/2018,15,6.9,31,2.9,1982,-9.1,1.21,0.0,0.0,Autumn,No Holiday,Yes,530.2069478390146
22/11/2018,16,5.9,34,2.9,1985,-8.7,0.55,0.0,0.0,Autumn,No Holiday,Yes,435.0333529643248
22/11/2018,17,4.9,41,3.3,1985,-7.2,0.25,0.0,0.0,Autumn,No Holiday,Yes,493.5988820318279
22/11/2018,18,4.1,46,2.7,2000,-6.5,0.01,0.0,0.0,Autumn,No Holiday,Yes,628.8713569783883
22/11/2018,19,3.6,48,,2000,-6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,448.3971177003007
22/11/2018,20,3.1,42,2.4,2000,-8.5,0.0,0.0,0.0,,No Holiday,Yes,432.40785953108644
22/11/2018,21,2.2,28,3.2,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,298.99122910922887
22/11/2018,22,1.1,33,2.5,2000,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,272.2225758479469
22/11/2018,23,0.4,37,2.9,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,164.1431425971309
23/11/2018,0,,41,3.1,2000,-11.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,514.2174168310044
23/11/2018,1,-0.6,44,2.3,2000,-11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,159.1133745371437
23/11/2018,2,-1.0,43,3.1,2000,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,149.67504378810912
23/11/2018,3,-1.2,45,1.1,2000,-11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,117.54742939373249
23/11/2018,4,-2.0,42,0.7,2000,-13.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,81.5646812061009
23/11/2018,5,-2.4,37,0.5,2000,-15.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,121.79852209442583
23/11/2018,6,-2.6,40,1.4,2000,-14.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,130.44827778561728
23/11/2018,7,-2.8,42,1.3,2000,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,289.4021201966709
23/11/2018,8,-3.0,43,1.1,2000,-13.8,0.03,0.0,0.0,,No Holiday,Yes,497.76473061713943
23/11/2018,9,-1.5,33,0.9,1962,-15.7,0.57,0.0,0.0,Autumn,No Holiday,Yes,252.51399419694582
23/11/2018,10,,27,0.9,1856,-15.6,1.13,0.0,0.0,Autumn,No Holiday,Yes,454.7293665629546
23/11/2018,11,4.3,25,2.0,1958,-14.0,1.56,0.0,0.0,,No Holiday,Yes,346.6275427496021
23/11/2018,12,5.5,20,1.4,1992,-15.7,1.85,0.0,0.0,Autumn,No Holiday,Yes,424.07960492815903
23/11/2018,13,6.5,18,2.2,1984,-16.1,1.94,0.0,0.0,Autumn,No Holiday,Yes,426.54427467802634
23/11/2018,14,6.3,16,2.9,2000,-17.7,1.67,0.0,0.0,Autumn,No Holiday,Yes,457.2533973763278
23/11/2018,15,6.4,16,2.0,2000,-17.6,1.01,0.0,0.0,Autumn,No Holiday,Yes,510.28231935963026
23/11/2018,16,6.3,17,1.5,2000,-17.0,0.73,0.0,0.0,Autumn,No Holiday,Yes,469.107415026773
23/11/2018,17,5.4,19,0.5,2000,-16.4,0.27,0.0,0.0,Autumn,No Holiday,Yes,506.8388071657363
23/11/2018,18,3.9,23,1.0,2000,-15.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,598.4225534858941
23/11/2018,19,2.9,26,1.1,2000,-14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,381.0177187956412
23/11/2018,20,2.7,27,,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,339.1570005659883
23/11/2018,21,2.2,28,0.8,2000,-14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,321.323847678638
23/11/2018,22,2.0,30,1.3,1995,-13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,324.6554251804679
23/11/2018,23,2.1,32,1.5,1998,-12.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,262.4124416972807
24/11/2018,0,2.4,32,1.7,2000,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,215.979441753397
24/11/2018,1,2.4,30,1.3,2000,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,168.36443021681598
24/11/2018,2,2.5,29,1.8,2000,-13.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,157.84330032657115
24/11/2018,3,2.8,28,,2000,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,123.63740227740722
24/11/2018,4,3.0,26,1.6,2000,-14.6,0.0,0.0,0.0,,No Holiday,Yes,98.84561635707276
24/11/2018,5,3.2,27,1.6,2000,-14.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,96.06896704337106
24/11/2018,6,3.7,25,2.3,2000,-14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,235.79238570493905
24/11/2018,7,1.2,87,1.9,77,-0.7,0.0,0.0,1.3,Autumn,No Holiday,Yes,177.0594961585179
24/11/2018,8,0.4,96,3.1,33,-0.1,0.0,0.0,4.0,Autumn,No Holiday,Yes,207.62252780866692
24/11/2018,9,0.3,97,3.0,34,-0.1,0.0,9.1,7.1,Autumn,No Holiday,Yes,23.451626695382963
24/11/2018,10,0.4,97,,207,0.0,0.0,0.0,8.8,Autumn,No Holiday,Yes,85.98818460150001
24/11/2018,11,1.2,97,2.3,975,0.7,0.07,0.0,8.8,Autumn,No Holiday,Yes,32.336945486843874
24/11/2018,12,2.5,84,,1538,0.0,0.4,1.8,7.0,Autumn,No Holiday,Yes,24.469446155348507
24/11/2018,13,,83,1.9,1774,0.0,0.84,0.0,6.0,Autumn,No Holiday,Yes,304.2166254915215
24/11/2018,14,3.0,82,1.7,1589,0.2,0.55,0.0,5.0,Autumn,No Holiday,Yes,111.46429900553456
24/11/2018,15,3.7,78,2.0,1314,0.2,0.81,0.0,4.1,Autumn,No Holiday,Yes,211.22559073295247
24/11/2018,16,3.5,82,1.6,1092,0.7,0.51,0.0,3.6,Autumn,No Holiday,Yes,135.97344314369616
24/11/2018,17,2.9,85,,1000,0.6,0.2,0.0,3.5,Autumn,No Holiday,Yes,33.861636324284135
24/11/2018,18,2.6,86,,834,0.4,0.0,0.0,3.5,Autumn,No Holiday,Yes,177.86970113342332
24/11/2018,19,2.6,85,1.2,797,0.3,0.0,0.0,3.3,Autumn,No Holiday,Yes,121.44164492536419
24/11/2018,20,2.6,86,,676,0.4,0.0,0.0,3.3,Autumn,No Holiday,Yes,101.01996286496984
24/11/2018,21,2.6,85,1.1,674,0.3,0.0,0.0,3.2,Autumn,No Holiday,Yes,101.41257694896294
24/11/2018,22,2.7,85,1.1,580,0.4,0.0,0.0,3.2,,No Holiday,Yes,96.51663879318082
24/11/2018,23,2.8,86,1.2,476,0.6,0.0,0.0,3.0,Autumn,No Holiday,Yes,76.30472424018903
25/11/2018,0,2.7,86,1.2,422,0.5,0.0,0.0,3.0,Autumn,No Holiday,Yes,116.84229835329259
25/11/2018,1,2.7,86,1.0,460,0.5,0.0,0.0,2.9,Autumn,No Holiday,Yes,115.51994393871867
25/11/2018,2,2.8,86,0.8,402,0.6,0.0,0.0,2.9,Autumn,No Holiday,Yes,86.08227777601364
25/11/2018,3,,88,0.9,319,0.8,0.0,0.0,2.8,Autumn,No Holiday,Yes,191.53572192185385
25/11/2018,4,2.4,89,0.7,321,0.7,0.0,0.0,2.6,Autumn,No Holiday,Yes,5.7845135523569935
25/11/2018,5,2.1,94,0.4,248,1.2,0.0,0.0,2.5,Autumn,No Holiday,Yes,16.54727825964961
25/11/2018,6,1.7,95,0.7,220,0.9,0.0,0.0,2.5,Autumn,No Holiday,Yes,56.322690055645474
25/11/2018,7,1.3,96,0.9,198,0.7,0.0,0.0,2.5,Autumn,No Holiday,Yes,162.5612919750159
25/11/2018,8,1.4,96,1.0,212,0.8,0.04,0.0,2.5,Autumn,No Holiday,Yes,284.3705077809677
25/11/2018,9,2.3,88,1.1,286,0.5,0.41,0.0,2.5,Autumn,No Holiday,Yes,239.83760765948327
25/11/2018,10,,76,,404,0.1,0.93,0.0,2.4,Autumn,No Holiday,Yes,504.86119628457055
25/11/2018,11,,66,0.9,573,0.1,1.37,0.0,2.3,Autumn,No Holiday,Yes,551.7639594308262
25/11/2018,12,6.9,59,0.9,669,-0.5,1.31,0.0,2.2,Autumn,No Holiday,Yes,461.74209652616923
25/11/2018,13,8.8,53,1.5,778,-0.2,1.43,0.0,1.8,Autumn,No Holiday,Yes,575.8038813569945
25/11/2018,14,9.2,52,1.3,765,-0.1,1.01,0.0,1.3,Autumn,No Holiday,Yes,594.1351645827908
25/11/2018,15,9.5,54,1.3,675,0.6,0.76,0.0,1.1,Autumn,No Holiday,Yes,534.6403660257712
25/11/2018,16,9.5,56,,678,1.1,0.54,0.0,0.8,,No Holiday,Yes,585.4007756915948
25/11/2018,17,9.0,59,0.7,677,1.4,0.1,0.0,0.4,Autumn,No Holiday,Yes,918.3254615086486
25/11/2018,18,7.3,72,,530,2.5,0.0,0.0,0.4,Autumn,No Holiday,Yes,650.9331020294716
25/11/2018,19,6.3,73,1.1,524,1.8,0.0,0.0,0.4,,No Holiday,Yes,444.5739133264174
25/11/2018,20,5.5,77,0.7,490,1.7,0.0,0.0,0.4,Autumn,No Holiday,Yes,454.93251954613476
25/11/2018,21,,81,1.0,437,1.7,0.0,0.0,0.4,Autumn,No Holiday,Yes,891.3107484732685
25/11/2018,22,4.2,82,0.9,405,1.3,0.0,0.0,0.4,Autumn,No Holiday,Yes,183.238136519068
25/11/2018,23,3.8,83,1.1,390,1.1,0.0,0.0,0.4,Autumn,No Holiday,Yes,114.76298713769253
26/11/2018,0,3.3,85,1.1,351,1.0,0.0,0.0,0.3,Autumn,No Holiday,Yes,134.77280820587225
26/11/2018,1,3.1,84,1.0,365,0.6,0.0,0.0,0.3,Autumn,No Holiday,Yes,134.02207040257454
26/11/2018,2,2.8,87,,321,0.8,0.0,0.0,0.3,Autumn,No Holiday,Yes,99.12268556485921
26/11/2018,3,2.4,90,,269,0.9,0.0,0.0,0.3,Autumn,No Holiday,Yes,60.66137733641477
26/11/2018,4,2.2,93,1.1,265,1.1,0.0,0.0,0.3,Autumn,No Holiday,Yes,-35.41138642193053
26/11/2018,5,2.1,88,1.4,323,0.3,0.0,0.0,0.3,Autumn,No Holiday,Yes,27.783119494655516
26/11/2018,6,1.8,88,1.1,313,0.0,0.0,0.0,0.3,Autumn,No Holiday,Yes,62.5557755241725
26/11/2018,7,1.7,89,1.3,295,0.0,0.0,0.0,0.3,Autumn,No Holiday,Yes,164.38977774592615
26/11/2018,8,2.0,84,,396,-0.4,0.03,0.0,0.3,Autumn,No Holiday,Yes,289.1550219107062
26/11/2018,9,3.1,77,0.9,457,-0.5,0.4,0.0,0.2,Autumn,No Holiday,Yes,541.257084592986
26/11/2018,10,5.1,70,1.2,498,0.0,0.93,0.0,0.0,Autumn,No Holiday,Yes,465.73560539362734
26/11/2018,11,7.2,66,1.5,542,1.2,1.41,0.0,0.0,Autumn,No Holiday,Yes,436.8503051733459
26/11/2018,12,9.1,57,1.1,562,1.0,1.69,0.0,0.0,Autumn,No Holiday,Yes,616.5327278311427
26/11/2018,13,,50,1.4,609,1.6,1.74,0.0,0.0,Autumn,No Holiday,Yes,579.1899498631894
26/11/2018,14,12.8,47,1.2,648,1.7,1.59,0.0,0.0,Autumn,No Holiday,Yes,929.9418157154691
26/11/2018,15,13.2,43,,714,0.8,1.26,0.0,0.0,Autumn,No Holiday,Yes,978.6284057939372
26/11/2018,16,13.2,44,1.6,710,1.1,0.76,0.0,0.0,Autumn,No Holiday,Yes,1092.5599041016806
26/11/2018,17,,48,0.4,706,0.7,0.24,0.0,0.0,Autumn,No Holiday,Yes,682.518570762702
26/11/2018,18,9.5,56,0.5,628,1.1,0.0,0.0,0.0,,No Holiday,Yes,1269.211349828194
26/11/2018,19,8.4,61,0.3,573,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,959.7538893488951
26/11/2018,20,7.3,66,0.5,516,1.3,0.0,0.0,0.0,,No Holiday,Yes,595.755509614998
26/11/2018,21,6.7,71,0.9,461,1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,473.7762126194405
26/11/2018,22,6.2,70,0.4,474,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,530.5618507348613
26/11/2018,23,,78,1.5,404,1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,682.9533595418815
27/11/2018,0,4.9,79,0.5,391,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,290.26517677182113
27/11/2018,1,4.5,82,0.4,350,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,202.23343029158397
27/11/2018,2,3.9,85,0.8,299,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,133.08725471936918
27/11/2018,3,3.5,86,1.4,281,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,111.98592959311141
27/11/2018,4,3.1,88,,270,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,36.49075640203186
27/11/2018,5,,84,0.6,315,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,144.3751203509619
27/11/2018,6,3.8,83,0.7,337,1.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,132.43032499074445
27/11/2018,7,3.6,83,0.9,350,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,217.82669747527572
27/11/2018,8,4.2,78,1.2,362,0.6,0.02,0.0,0.0,Autumn,No Holiday,Yes,578.0506808019715
27/11/2018,9,5.0,75,0.3,390,0.9,0.12,0.0,0.0,Autumn,No Holiday,Yes,450.3261924612506
27/11/2018,10,,71,1.0,385,1.5,0.37,0.0,0.0,Autumn,No Holiday,Yes,348.8510516678757
27/11/2018,11,7.9,64,1.2,383,1.4,0.87,0.0,0.0,,No Holiday,Yes,611.2061000157527
27/11/2018,12,9.3,61,,390,2.1,0.85,0.0,0.0,Autumn,No Holiday,Yes,563.373074703206
27/11/2018,13,11.0,60,,411,3.5,0.85,0.0,0.0,Autumn,No Holiday,Yes,677.1579676997056
27/11/2018,14,11.6,70,1.5,388,6.3,0.45,0.0,0.0,Autumn,No Holiday,Yes,623.438814452405
27/11/2018,15,12.5,70,2.1,360,7.1,0.68,0.0,0.0,Autumn,No Holiday,Yes,749.8594698508516
27/11/2018,16,12.0,74,2.1,316,7.5,0.29,0.0,0.0,Autumn,No Holiday,Yes,451.99406848095947
27/11/2018,17,11.1,72,2.3,277,6.2,0.12,0.0,0.0,,No Holiday,Yes,690.6706936723112
27/11/2018,18,10.2,74,1.2,289,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,845.44698401908
27/11/2018,19,9.3,52,2.7,482,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1053.7979812812498
27/11/2018,20,8.3,39,1.6,560,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,857.9400975980346
27/11/2018,21,7.5,35,1.8,656,-7.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,675.0662384993594
27/11/2018,22,6.6,33,2.1,722,-8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,461.96832612787716
27/11/2018,23,5.8,34,2.6,763,-8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,342.8346995225284
28/11/2018,0,5.1,36,2.2,774,-8.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,299.8234300438541
28/11/2018,1,4.9,26,2.6,992,-13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,203.03223581983332
28/11/2018,2,4.1,34,1.3,928,-10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,170.62788584285417
28/11/2018,3,3.5,38,1.6,907,-9.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,95.05333597220645
28/11/2018,4,3.9,26,2.4,1071,-13.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,96.71654774174445
28/11/2018,5,3.0,34,1.1,1032,-11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,101.72768876793793
28/11/2018,6,2.6,33,1.5,1185,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,192.26202500916386
28/11/2018,7,2.5,24,,1306,-16.0,0.0,0.0,0.0,,No Holiday,Yes,445.7182684175218
28/11/2018,8,,29,1.1,1337,-14.1,0.02,0.0,0.0,,No Holiday,Yes,672.5104050642875
28/11/2018,9,3.0,30,1.3,1242,-12.9,0.3,0.0,0.0,,No Holiday,Yes,385.8703750622243
28/11/2018,10,4.4,23,1.6,1201,-14.9,0.7,0.0,0.0,Autumn,No Holiday,Yes,338.80860495160215
28/11/2018,11,5.7,15,1.1,1419,-19.0,0.98,0.0,0.0,Autumn,No Holiday,Yes,357.80187142453013
28/11/2018,12,7.9,14,1.7,1688,-18.0,1.81,0.0,0.0,Autumn,No Holiday,Yes,525.7844481614134
28/11/2018,13,9.2,13,1.6,1776,-17.8,1.86,0.0,0.0,Autumn,No Holiday,Yes,614.1692349025715
28/11/2018,14,,14,1.1,1880,-16.1,1.7,0.0,0.0,,No Holiday,Yes,632.5503016332243
28/11/2018,15,10.5,16,2.7,1509,-14.3,1.29,0.0,0.0,Autumn,No Holiday,Yes,904.4629537695457
28/11/2018,16,9.6,17,3.0,1706,-14.3,0.77,0.0,0.0,Autumn,No Holiday,Yes,524.6202228792444
28/11/2018,17,7.6,23,2.9,1678,-12.2,0.25,0.0,0.0,,No Holiday,Yes,792.5563058753918
28/11/2018,18,6.3,25,2.0,1653,-12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,789.1984553890723
28/11/2018,19,6.0,24,3.0,1861,-13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,581.1499617178326
28/11/2018,20,4.8,29,0.6,1756,-11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,459.68056025251377
28/11/2018,21,4.2,31,1.1,1741,-11.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,424.98740429807873
28/11/2018,22,3.2,34,,1787,-11.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,351.2684009248364
28/11/2018,23,2.9,31,1.7,1869,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,252.3234904268849
29/11/2018,0,2.2,30,0.7,1879,-13.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,206.62979986463347
29/11/2018,1,1.9,32,1.4,1999,-13.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,168.75688844694068
29/11/2018,2,2.1,28,0.4,1981,-14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,96.93993231505424
29/11/2018,3,1.9,33,0.9,1994,-12.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,123.63885479930254
29/11/2018,4,2.1,33,0.5,1981,-12.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,99.1855499784791
29/11/2018,5,1.8,34,0.9,1990,-12.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,97.47580646120977
29/11/2018,6,1.1,39,1.3,1857,-11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,128.9388714978159
29/11/2018,7,0.8,41,0.6,1298,-10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,322.27160200106067
29/11/2018,8,0.8,44,1.7,1439,-10.0,0.02,0.0,0.0,Autumn,No Holiday,Yes,515.8792451009504
29/11/2018,9,1.8,37,0.9,1310,-11.3,0.31,0.0,0.0,Autumn,No Holiday,Yes,382.7753869841369
29/11/2018,10,3.9,28,0.6,1627,-12.9,0.49,0.0,0.0,Autumn,No Holiday,Yes,314.6218155615337
29/11/2018,11,5.2,26,0.5,1471,-12.7,0.64,0.0,0.0,Autumn,No Holiday,Yes,395.9182676092863
29/11/2018,12,5.6,27,0.3,1522,-11.9,0.34,0.0,0.0,Autumn,No Holiday,Yes,326.98153918184676
29/11/2018,13,,26,2.1,1604,-12.7,0.21,0.0,0.0,Autumn,No Holiday,Yes,491.6149177720278
29/11/2018,14,6.0,27,0.6,1452,-11.6,0.34,0.0,0.0,Autumn,No Holiday,Yes,358.1017080232437
29/11/2018,15,6.5,32,2.6,1321,-9.0,0.35,0.0,0.0,Autumn,No Holiday,Yes,430.4924961294127
29/11/2018,16,5.8,39,2.6,1489,-7.1,0.1,0.0,0.0,Autumn,No Holiday,Yes,412.01269174631506
29/11/2018,17,5.8,38,1.3,1674,-7.4,0.01,0.0,0.0,Autumn,No Holiday,Yes,549.528272850292
29/11/2018,18,,46,0.9,1566,-4.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1051.167663782096
29/11/2018,19,,48,1.9,1590,-4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,950.5955330806753
29/11/2018,20,,54,1.3,1434,-4.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,938.9392991901476
29/11/2018,21,3.8,55,,1231,-4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,450.90838027290516
